img_id,object_0,anti_label,com_label,attribute
material_614_2_0_ct.png,birdbath,metal,stone,material
material_605_0_1_ct.png,piling,tin,wood,material
material_127_3_0_ct.png,sink faucet,tin,metal,material
material_289_1_0_ct.png,drinking cup,wood,plastic,material
material_168_2_1_ct.png,water drain,bronze,metal,material
material_366_4_0_ct.png,double door,stone,wood,material
material_495_1_1_ct.png,thermos,bronze,metal,material
material_223_0_0_ct.png,crown,rubber,gold,material
material_275_4_1_ct.png,curio cabinet,glass,wood,material
material_339_3_0_ct.png,rooster,ceramic,metal,material
material_635_2_0_ct.png,bench slat,concrete,wood,material
material_405_0_1_ct.png,socket,wood,metal,material
material_666_2_1_ct.png,bath tub,stone,ceramic,material
material_154_2_1_ct.png,number,bronze,gold,material
material_0_3_1_ct.png,window,cotton,glass,material
material_152_0_1_ct.png,symbol,rubber,gold,material
material_524_3_1_ct.png,saw horse,cotton,wood,material
material_155_1_0_ct.png,head light,gold,glass,material
material_236_2_0_ct.png,pipeline,concrete,metal,material
material_526_3_0_ct.png,sweat band,denim,cotton,material
material_439_3_1_ct.png,trailer,concrete,metal,material
material_544_0_1_ct.png,bike tire,concrete,rubber,material
material_696_3_0_ct.png,letter key,iron,plastic,material
material_726_2_0_ct.png,bag apple,ceramic,plastic,material
material_72_3_0_ct.png,trashcan,tin,metal,material
material_636_0_1_ct.png,ducky,wood,rubber,material
material_489_3_1_ct.png,window shutter,stone,wood,material
material_158_1_1_ct.png,stripe,rubber,gold,material
material_507_0_1_ct.png,toilet brush,rubber,metal,material
material_673_3_0_ct.png,rain boot,bronze,rubber,material
material_73_0_0_ct.png,purse,cloth,leather,material
material_304_2_0_ct.png,pizza board,plastic,wood,material
material_615_2_1_ct.png,spray bottle,gold,plastic,material
material_308_3_0_ct.png,chest of drawer,stone,wood,material
material_331_0_0_ct.png,silo,cloth,concrete,material
material_488_0_1_ct.png,night table,iron,wood,material
material_528_3_1_ct.png,cheese grater,wood,metal,material
material_241_1_0_ct.png,numeral,cotton,gold,material
material_291_3_0_ct.png,medallion,wood,gold,material
material_90_0_0_ct.png,easel,cloth,wood,material
material_433_3_0_ct.png,bathtub,bronze,ceramic,material
material_526_0_0_ct.png,sweat band,denim,cotton,material
material_636_3_0_ct.png,ducky,wood,rubber,material
material_208_1_0_ct.png,oar,stone,wood,material
material_346_3_1_ct.png,cockpit,iron,glass,material
material_693_1_0_ct.png,sconce,leather,metal,material
material_414_4_0_ct.png,insignia,stone,gold,material
material_324_1_0_ct.png,goggles,plastic,gold,material
material_91_3_1_ct.png,barn door,bronze,wood,material
material_631_2_0_ct.png,wall clock,paper,wood,material
material_339_0_0_ct.png,rooster,ceramic,metal,material
material_591_0_0_ct.png,pool table,denim,wood,material
material_67_4_1_ct.png,chest,jade,wood,material
material_251_3_1_ct.png,tongs,glass,metal,material
material_74_2_0_ct.png,cabin,tin,wood,material
material_134_3_0_ct.png,hutch,bronze,wood,material
material_688_3_0_ct.png,stagecoach,glass,wood,material
material_366_3_1_ct.png,double door,stone,wood,material
material_96_4_0_ct.png,black wheel,metal,plastic,material
material_545_0_0_ct.png,tissue dispenser,wood,metal,material
material_66_0_0_ct.png,side table,denim,wood,material
material_235_0_0_ct.png,cake stand,bronze,glass,material
material_393_2_0_ct.png,spice rack,bronze,wood,material
material_177_4_0_ct.png,wallpaper,iron,gold,material
material_72_4_1_ct.png,trashcan,tin,metal,material
material_399_2_1_ct.png,signal,glass,metal,material
material_152_1_0_ct.png,symbol,rubber,gold,material
material_268_1_1_ct.png,name plate,bronze,gold,material
material_538_1_0_ct.png,lighthouse,iron,stone,material
material_643_1_0_ct.png,bench support,concrete,metal,material
material_26_3_0_ct.png,bed,ceramic,wood,material
material_541_2_0_ct.png,trumpet,tin,gold,material
material_310_4_1_ct.png,support column,gold,stone,material
material_217_2_0_ct.png,rolling pin,ceramic,wood,material
material_622_1_0_ct.png,cutlery,wood,plastic,material
material_321_1_0_ct.png,purse strap,plastic,leather,material
material_404_0_0_ct.png,butterfly,concrete,gold,material
material_4_3_0_ct.png,coffee mug,rubber,ceramic,material
material_272_1_1_ct.png,sock,bronze,cotton,material
material_500_3_0_ct.png,link,tin,metal,material
material_111_2_0_ct.png,mailbox,paper,metal,material
material_558_3_1_ct.png,grocery bag,gold,plastic,material
material_519_0_1_ct.png,sphere,denim,glass,material
material_185_4_0_ct.png,gazebo,metal,wood,material
material_271_2_0_ct.png,bicycle,plastic,metal,material
material_93_1_1_ct.png,walk,paper,concrete,material
material_100_1_0_ct.png,toolbox,bronze,metal,material
material_332_4_1_ct.png,lion,denim,gold,material
material_111_0_1_ct.png,mailbox,paper,metal,material
material_137_1_0_ct.png,flower vase,cotton,glass,material
material_279_0_0_ct.png,truck bed,paper,wood,material
material_163_0_1_ct.png,runway,paper,concrete,material
material_142_3_0_ct.png,park,rubber,concrete,material
material_367_4_1_ct.png,aircraft,stone,metal,material
material_217_0_1_ct.png,rolling pin,ceramic,wood,material
material_581_1_0_ct.png,mixing bowl,wood,glass,material
material_349_0_1_ct.png,ketchup bottle,ceramic,plastic,material
material_723_1_1_ct.png,bear paw,rubber,bronze,material
material_224_4_0_ct.png,storage container,gold,plastic,material
material_185_2_1_ct.png,gazebo,metal,wood,material
material_516_1_1_ct.png,lighted globe,wood,glass,material
material_521_3_0_ct.png,soap dish,plastic,ceramic,material
material_584_3_1_ct.png,wire fence,iron,metal,material
material_557_0_0_ct.png,frying pan,tin,iron,material
material_547_0_1_ct.png,fire place,ceramic,stone,material
material_442_4_1_ct.png,valve,bronze,metal,material
material_294_4_0_ct.png,closet door,stone,wood,material
material_716_3_0_ct.png,orb,plastic,gold,material
material_484_3_1_ct.png,beer,tin,glass,material
material_100_0_1_ct.png,toolbox,bronze,metal,material
material_28_0_1_ct.png,napkin dispenser,leather,metal,material
material_309_2_1_ct.png,corner,ceramic,metal,material
material_622_1_1_ct.png,cutlery,wood,plastic,material
material_309_1_1_ct.png,corner,ceramic,metal,material
material_233_3_1_ct.png,violin,bronze,wood,material
material_331_3_1_ct.png,silo,cloth,concrete,material
material_38_0_0_ct.png,parking meter,iron,metal,material
material_65_3_1_ct.png,bookcase,jade,wood,material
material_508_1_0_ct.png,showerhead,ceramic,metal,material
material_629_1_0_ct.png,tomato,tin,plastic,material
material_212_2_1_ct.png,shelter,metal,wood,material
material_214_2_1_ct.png,rocker,gold,wood,material
material_290_0_0_ct.png,chopping board,gold,wood,material
material_426_0_1_ct.png,monument,denim,stone,material
material_181_3_0_ct.png,piano,glass,wood,material
material_529_0_1_ct.png,chain fence,paper,metal,material
material_274_1_0_ct.png,headband,plastic,cloth,material
material_423_0_1_ct.png,padlock,cloth,gold,material
material_333_2_1_ct.png,straw,gold,plastic,material
material_472_4_0_ct.png,picnic bench,stone,wood,material
material_224_4_1_ct.png,storage container,gold,plastic,material
material_509_3_0_ct.png,wine bottle,metal,glass,material
material_584_3_0_ct.png,wire fence,iron,metal,material
material_106_1_0_ct.png,belt,stone,leather,material
material_24_0_0_ct.png,bread box,metal,wood,material
material_606_1_1_ct.png,storage,glass,plastic,material
material_578_0_1_ct.png,table edge,stone,wood,material
material_472_1_0_ct.png,picnic bench,stone,wood,material
material_498_0_1_ct.png,medal,iron,gold,material
material_495_1_0_ct.png,thermos,bronze,metal,material
material_574_2_0_ct.png,bottle cap,rubber,plastic,material
material_411_2_0_ct.png,birdhouse,glass,wood,material
material_276_3_0_ct.png,bread,rubber,paper,material
material_436_3_1_ct.png,skatepark,metal,concrete,material
material_481_4_1_ct.png,bunny,ceramic,plastic,material
material_107_4_1_ct.png,streetlamp,gold,metal,material
material_162_2_1_ct.png,toaster,leather,metal,material
material_439_0_0_ct.png,trailer,concrete,metal,material
material_31_2_1_ct.png,door frame,bronze,wood,material
material_659_3_0_ct.png,blue barrel,gold,metal,material
material_335_1_1_ct.png,minute hand,concrete,gold,material
material_304_2_1_ct.png,pizza board,plastic,wood,material
material_160_0_0_ct.png,traffic light,cotton,metal,material
material_89_2_1_ct.png,mail slot,denim,gold,material
material_33_2_0_ct.png,tv stand,tin,wood,material
material_12_3_0_ct.png,remote control,cotton,plastic,material
material_685_0_0_ct.png,belt buckle,plastic,gold,material
material_507_1_1_ct.png,toilet brush,rubber,metal,material
material_705_2_1_ct.png,green bench,bronze,wood,material
material_461_0_1_ct.png,rectangle,cotton,wood,material
material_462_0_1_ct.png,stone,paper,concrete,material
material_19_0_1_ct.png,cabinet drawer,iron,wood,material
material_362_1_1_ct.png,chip,metal,wood,material
material_723_0_0_ct.png,bear paw,rubber,bronze,material
material_287_2_1_ct.png,boulder,gold,stone,material
material_26_3_1_ct.png,bed,ceramic,wood,material
material_121_1_1_ct.png,minivan,ceramic,gold,material
material_227_0_1_ct.png,chop stick,plastic,wood,material
material_477_2_0_ct.png,leash,iron,leather,material
material_19_4_0_ct.png,cabinet drawer,iron,wood,material
material_609_3_1_ct.png,window blind,iron,plastic,material
material_640_3_1_ct.png,green chair,concrete,plastic,material
material_562_3_0_ct.png,birthday napkin,leather,paper,material
material_404_0_1_ct.png,butterfly,concrete,gold,material
material_414_2_0_ct.png,insignia,stone,gold,material
material_301_3_0_ct.png,anchor,jade,metal,material
material_619_0_1_ct.png,dresser drawer,ceramic,wood,material
material_10_3_0_ct.png,kitchen drawer,paper,wood,material
material_7_3_1_ct.png,inbox tray,stone,plastic,material
material_117_2_1_ct.png,tree trunk,gold,wood,material
material_258_0_0_ct.png,food container,ceramic,plastic,material
material_176_3_0_ct.png,carpet,bronze,gold,material
material_614_2_1_ct.png,birdbath,metal,stone,material
material_498_0_0_ct.png,medal,iron,gold,material
material_196_4_0_ct.png,privacy fence,jade,wood,material
material_390_0_0_ct.png,plumbing,concrete,metal,material
material_18_2_0_ct.png,ashtray,metal,glass,material
material_275_0_0_ct.png,curio cabinet,glass,wood,material
material_336_2_1_ct.png,wagon,iron,wood,material
material_677_0_0_ct.png,bed rail,wood,metal,material
material_401_4_0_ct.png,surf board,stone,wood,material
material_301_4_0_ct.png,anchor,jade,metal,material
material_74_2_1_ct.png,cabin,tin,wood,material
material_85_3_1_ct.png,scaffolding,gold,metal,material
material_528_3_0_ct.png,cheese grater,wood,metal,material
material_460_3_1_ct.png,brooch,glass,gold,material
material_194_1_0_ct.png,arm chair,stone,wood,material
material_545_1_1_ct.png,tissue dispenser,wood,metal,material
material_238_0_1_ct.png,towel bar,denim,metal,material
material_681_4_1_ct.png,ornamentation,cloth,gold,material
material_145_0_1_ct.png,fencepost,cotton,wood,material
material_409_4_0_ct.png,storm drain,bronze,metal,material
material_647_0_1_ct.png,radiator,cotton,metal,material
material_695_0_1_ct.png,red berry,ceramic,plastic,material
material_365_4_1_ct.png,soap bottle,gold,plastic,material
material_172_2_1_ct.png,ear,ceramic,gold,material
material_424_4_1_ct.png,smoke stack,wood,metal,material
material_2_2_0_ct.png,desk,jade,wood,material
material_433_1_1_ct.png,bathtub,bronze,ceramic,material
material_431_1_1_ct.png,snowboard,stone,wood,material
material_659_0_1_ct.png,blue barrel,gold,metal,material
material_436_3_0_ct.png,skatepark,metal,concrete,material
material_719_0_1_ct.png,train window,wood,glass,material
material_471_0_1_ct.png,name tag,leather,gold,material
material_290_1_1_ct.png,chopping board,gold,wood,material
material_572_0_0_ct.png,pavilion,glass,wood,material
material_274_0_0_ct.png,headband,plastic,cloth,material
material_642_1_1_ct.png,board walk,ceramic,wood,material
material_199_2_1_ct.png,chopstick,gold,wood,material
material_548_0_1_ct.png,stovetop,wood,glass,material
material_278_0_1_ct.png,spool,gold,wood,material
material_477_3_0_ct.png,leash,iron,leather,material
material_254_2_1_ct.png,fence bar,plastic,metal,material
material_24_1_0_ct.png,bread box,metal,wood,material
material_231_0_0_ct.png,front window,concrete,glass,material
material_607_4_0_ct.png,display window,wood,glass,material
material_199_4_1_ct.png,chopstick,gold,wood,material
material_405_3_0_ct.png,socket,wood,metal,material
material_116_0_0_ct.png,balcony railing,rubber,metal,material
material_71_0_1_ct.png,van,concrete,gold,material
material_616_0_1_ct.png,hand soap,wood,plastic,material
material_291_2_1_ct.png,medallion,wood,gold,material
material_325_2_0_ct.png,toothbrush,wood,plastic,material
material_546_0_1_ct.png,love seat,denim,leather,material
material_157_0_1_ct.png,stump,bronze,wood,material
material_653_3_1_ct.png,bathroom,jade,wood,material
material_311_0_0_ct.png,screw,rubber,metal,material
material_676_4_0_ct.png,flamingo,concrete,plastic,material
material_527_1_0_ct.png,lamp shade,cotton,glass,material
material_154_2_0_ct.png,number,bronze,gold,material
material_268_1_0_ct.png,name plate,bronze,gold,material
material_195_4_0_ct.png,car seat,gold,leather,material
material_11_0_0_ct.png,wastebasket,plastic,metal,material
material_103_3_1_ct.png,end table,iron,wood,material
material_615_3_0_ct.png,spray bottle,gold,plastic,material
material_272_0_1_ct.png,sock,bronze,cotton,material
material_117_2_0_ct.png,tree trunk,gold,wood,material
material_535_3_0_ct.png,soda bottle,jade,plastic,material
material_512_2_1_ct.png,shower rod,rubber,metal,material
material_131_1_0_ct.png,lampshade,ceramic,gold,material
material_484_4_1_ct.png,beer,tin,glass,material
material_665_1_0_ct.png,hand bag,wood,leather,material
material_3_2_0_ct.png,table,leather,wood,material
material_574_1_0_ct.png,bottle cap,rubber,plastic,material
material_5_1_0_ct.png,cabinet,ceramic,wood,material
material_640_0_1_ct.png,green chair,concrete,plastic,material
material_206_0_0_ct.png,duck,cloth,rubber,material
material_109_0_1_ct.png,cupboard door,glass,wood,material
material_403_3_0_ct.png,guard railing,jade,metal,material
material_355_4_1_ct.png,back rest,gold,wood,material
material_133_2_1_ct.png,china cabinet,bronze,wood,material
material_611_4_0_ct.png,white shirt,rubber,cotton,material
material_651_4_0_ct.png,dove,leather,ceramic,material
material_121_2_0_ct.png,minivan,ceramic,gold,material
material_551_3_0_ct.png,map,iron,paper,material
material_278_2_0_ct.png,spool,gold,wood,material
material_183_0_1_ct.png,castle,bronze,stone,material
material_35_3_1_ct.png,sliding door,concrete,glass,material
material_292_2_0_ct.png,storage bin,iron,plastic,material
material_689_4_1_ct.png,wall cabinet,glass,wood,material
material_23_0_0_ct.png,watering can,metal,plastic,material
material_285_2_1_ct.png,handbag,denim,leather,material
material_18_3_0_ct.png,ashtray,metal,glass,material
material_707_1_0_ct.png,floor tile,gold,wood,material
material_560_3_1_ct.png,mountain,metal,stone,material
material_109_2_0_ct.png,cupboard door,glass,wood,material
material_619_0_0_ct.png,dresser drawer,ceramic,wood,material
material_634_2_1_ct.png,shower enclosure,stone,glass,material
material_713_2_0_ct.png,thread,metal,gold,material
material_267_1_1_ct.png,spider,ceramic,plastic,material
material_95_3_1_ct.png,blue chair,glass,plastic,material
material_409_2_0_ct.png,storm drain,bronze,metal,material
material_512_0_0_ct.png,shower rod,rubber,metal,material
material_20_3_0_ct.png,manhole cover,jade,metal,material
material_6_3_0_ct.png,water bottle,bronze,plastic,material
material_717_3_1_ct.png,slat bench,stone,wood,material
material_422_2_1_ct.png,sign holder,concrete,metal,material
material_523_0_1_ct.png,chain link fence,tin,metal,material
material_496_2_1_ct.png,canoe,jade,wood,material
material_376_0_0_ct.png,pouch,denim,leather,material
material_47_4_1_ct.png,drain grate,gold,metal,material
material_162_2_0_ct.png,toaster,leather,metal,material
material_28_0_0_ct.png,napkin dispenser,leather,metal,material
material_207_3_0_ct.png,earring,cloth,gold,material
material_684_1_0_ct.png,paving,gold,stone,material
material_103_3_0_ct.png,end table,iron,wood,material
material_513_3_1_ct.png,hour hand,plastic,gold,material
material_310_4_0_ct.png,support column,gold,stone,material
material_518_4_1_ct.png,drainage,stone,metal,material
material_467_0_0_ct.png,strainer,glass,metal,material
material_67_1_0_ct.png,chest,jade,wood,material
material_287_2_0_ct.png,boulder,gold,stone,material
material_271_2_1_ct.png,bicycle,plastic,metal,material
material_48_3_1_ct.png,sleeve,leather,plastic,material
material_646_0_1_ct.png,coin,denim,gold,material
material_595_2_0_ct.png,braid,cloth,gold,material
material_303_3_0_ct.png,kitchen cupboard,concrete,wood,material
material_684_2_0_ct.png,paving,gold,stone,material
material_54_2_1_ct.png,stage,paper,wood,material
material_452_1_1_ct.png,money,metal,paper,material
material_149_4_1_ct.png,picket fence,stone,wood,material
material_669_4_0_ct.png,white chair,glass,plastic,material
material_603_2_1_ct.png,lamp pole,denim,metal,material
material_214_4_1_ct.png,rocker,gold,wood,material
material_316_0_1_ct.png,wrapping,rubber,plastic,material
material_520_2_0_ct.png,catcher's mitt,denim,leather,material
material_578_1_0_ct.png,table edge,stone,wood,material
material_66_1_0_ct.png,side table,denim,wood,material
material_23_4_0_ct.png,watering can,metal,plastic,material
material_73_2_0_ct.png,purse,cloth,leather,material
material_513_2_1_ct.png,hour hand,plastic,gold,material
material_479_0_1_ct.png,bottle of water,glass,plastic,material
material_632_3_0_ct.png,tv,metal,wood,material
material_460_0_0_ct.png,brooch,glass,gold,material
material_110_4_1_ct.png,wallet,bronze,leather,material
material_140_2_1_ct.png,door cabinet,gold,glass,material
material_235_0_1_ct.png,cake stand,bronze,glass,material
material_95_3_0_ct.png,blue chair,glass,plastic,material
material_688_2_0_ct.png,stagecoach,glass,wood,material
material_661_0_0_ct.png,locomotive,concrete,gold,material
material_37_0_0_ct.png,file cabinet,plastic,metal,material
material_634_2_0_ct.png,shower enclosure,stone,glass,material
material_669_3_1_ct.png,white chair,glass,plastic,material
material_107_3_1_ct.png,streetlamp,gold,metal,material
material_308_3_1_ct.png,chest of drawer,stone,wood,material
material_699_2_1_ct.png,floorboard,concrete,wood,material
material_572_4_1_ct.png,pavilion,glass,wood,material
material_292_3_1_ct.png,storage bin,iron,plastic,material
material_332_0_1_ct.png,lion,denim,gold,material
material_169_1_0_ct.png,text,ceramic,gold,material
material_411_2_1_ct.png,birdhouse,glass,wood,material
material_521_2_0_ct.png,soap dish,plastic,ceramic,material
material_142_2_0_ct.png,park,rubber,concrete,material
material_337_2_1_ct.png,drink,ceramic,glass,material
material_178_0_0_ct.png,man hole cover,concrete,metal,material
material_696_4_1_ct.png,letter key,iron,plastic,material
material_349_2_1_ct.png,ketchup bottle,ceramic,plastic,material
material_677_2_0_ct.png,bed rail,wood,metal,material
material_303_4_1_ct.png,kitchen cupboard,concrete,wood,material
material_285_0_1_ct.png,handbag,denim,leather,material
material_558_2_0_ct.png,grocery bag,gold,plastic,material
material_481_1_1_ct.png,bunny,ceramic,plastic,material
material_181_0_0_ct.png,piano,glass,wood,material
material_325_0_1_ct.png,toothbrush,wood,plastic,material
material_390_1_1_ct.png,plumbing,concrete,metal,material
material_172_1_1_ct.png,ear,ceramic,gold,material
material_673_1_1_ct.png,rain boot,bronze,rubber,material
material_183_0_0_ct.png,castle,bronze,stone,material
material_178_2_0_ct.png,man hole cover,concrete,metal,material
material_194_2_1_ct.png,arm chair,stone,wood,material
material_259_0_1_ct.png,neck tie,ceramic,gold,material
material_141_3_0_ct.png,air conditioner,jade,metal,material
material_2_3_1_ct.png,desk,jade,wood,material
material_258_1_1_ct.png,food container,ceramic,plastic,material
material_164_3_1_ct.png,wardrobe,ceramic,wood,material
material_557_2_1_ct.png,frying pan,tin,iron,material
material_11_2_1_ct.png,wastebasket,plastic,metal,material
material_541_3_0_ct.png,trumpet,tin,gold,material
material_6_0_1_ct.png,water bottle,bronze,plastic,material
material_114_4_1_ct.png,computer,gold,plastic,material
material_324_2_1_ct.png,goggles,plastic,gold,material
material_665_2_0_ct.png,hand bag,wood,leather,material
material_459_0_0_ct.png,balloon,metal,paper,material
material_566_1_0_ct.png,soap container,tin,plastic,material
material_396_0_0_ct.png,bottle shard,jade,glass,material
material_233_2_0_ct.png,violin,bronze,wood,material
material_104_4_1_ct.png,specimen cup,paper,plastic,material
material_393_2_1_ct.png,spice rack,bronze,wood,material
material_347_3_1_ct.png,front wheel,concrete,rubber,material
material_470_4_1_ct.png,ship,jade,wood,material
material_289_3_1_ct.png,drinking cup,wood,plastic,material
material_306_0_0_ct.png,surfboard,plastic,wood,material
material_383_3_0_ct.png,loveseat,bronze,leather,material
material_560_0_1_ct.png,mountain,metal,stone,material
material_248_0_0_ct.png,sandal,glass,leather,material
material_187_0_1_ct.png,flask,ceramic,glass,material
material_643_0_0_ct.png,bench support,concrete,metal,material
material_236_2_1_ct.png,pipeline,concrete,metal,material
material_17_0_0_ct.png,trophy,paper,gold,material
material_114_4_0_ct.png,computer,gold,plastic,material
material_595_0_0_ct.png,braid,cloth,gold,material
